fecha,asesor,producto,valor_Base,cantidad,valor_comision
2026-06-18,Jorge Hernando Sanjuan Vega,OMEPRAZOL 20 MG * 10 CAP,"4,500",8,360
2026-06-18,Jorge Hernando Sanjuan Vega,PIEL SABORES * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-18,Jorge Hernando Sanjuan Vega,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-18,Jorge Hernando Sanjuan Vega,SIFEI 200 MG * 5 CAP,"47,300",10,"4,730"
2026-06-18,Jorge Hernando Sanjuan Vega,SUREZINC TRANSFER VAINILLA * 400 GR,"56,500",15,"8,475"
2026-06-18,Jorge Hernando Sanjuan Vega,VYASIL 50 MG * 2 TAB,"19,900",10,"1,990"
2026-06-18,Cristhiam Adrian Botero Rojas,CLORFENIRAMINA JBE * 120 ML,"8,300",10,830
2026-06-18,Cristhiam Adrian Botero Rojas,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"4,000",10,400
2026-06-18,Cristhiam Adrian Botero Rojas,EREX BEBIDA 20 ML * 20 S/S,"3,200",10,320
2026-06-18,Cristhiam Adrian Botero Rojas,FEXOFENADINA 30 MG SUSP * 150 ML,"56,300",10,"5,630"
2026-06-18,Cristhiam Adrian Botero Rojas,GALEZOL 500 MG * 6 TAB,"77,600",10,"7,760"
2026-06-18,Cristhiam Adrian Botero Rojas,GOGAZ * 50 CAP,"14,000",10,"1,400"
2026-06-18,Cristhiam Adrian Botero Rojas,LOPERAMIDA 2 MG * 6 TAB,"7,600",10,760
2026-06-18,Cristhiam Adrian Botero Rojas,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"2,800",10,280
2026-06-18,Cristhiam Adrian Botero Rojas,PRAZED 20 MG * 30 CAP L-CONSUM,"18,500",10,"1,850"
2026-06-18,Cristhiam Adrian Botero Rojas,TABTINA 20 MG * 10 TAB,"50,000",40,"10,000"
2026-06-18,Cristhiam Adrian Botero Rojas,VYASIL 50 MG * 2 TAB,"19,900",10,"1,990"
2026-06-19,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"7,800",15,390
2026-06-19,Jorge Hernando Sanjuan Vega,AMPLIEX 500 MG * 100 CAP,"17,000",12,"2,040"
2026-06-19,Jorge Hernando Sanjuan Vega,AZITROMICINA 500 MG * 3 TAB,"18,500",12,"2,220"
2026-06-19,Jorge Hernando Sanjuan Vega,BINAFAR 200/500MG * 24 TAB,"16,000",12,"1,920"
2026-06-19,Jorge Hernando Sanjuan Vega,CLINDABACT 100/100MG * 3 OVULOS,"38,400",12,"4,608"
2026-06-19,Jorge Hernando Sanjuan Vega,EREX BEBIDA 20 ML * 20 S/S,"9,600",30,960
2026-06-19,Jorge Hernando Sanjuan Vega,EUGICA COFF HERBAL LOZENGES * 120 TAB,"6,050",10,605
2026-06-19,Jorge Hernando Sanjuan Vega,GALEZOL 500 MG * 6 TAB,"38,800",10,"3,880"
2026-06-19,Jorge Hernando Sanjuan Vega,LORATADINA 10 MG * 20 TAB,"8,700",10,870
2026-06-19,Jorge Hernando Sanjuan Vega,MIELTERTOS GRIPA NOCHE PANELA LIMON * 24 S/S,"5,400",10,540
2026-06-19,Jorge Hernando Sanjuan Vega,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-19,Jorge Hernando Sanjuan Vega,PRAZED 20 MG * 30 CAP L-CONSUM,"10,500",10,"1,050"
2026-06-19,Jorge Hernando Sanjuan Vega,SUREZINC TRANSFER VAINILLA * 400 GR,"113,000",30,"16,950"
2026-06-19,Jorge Hernando Sanjuan Vega,TIAMINA 300 MG * 50 CAP L-CONSUM,"4,000",10,400
2026-06-19,Jorge Hernando Sanjuan Vega,TRIMEBUTINA 200 MG * 30 TAB,"10,000",12,"1,200"
2026-06-19,Jorge Hernando Sanjuan Vega,VYASIL 50 MG * 2 TAB,"39,800",20,"3,980"
2026-06-19,Cristhiam Adrian Botero Rojas,ACED PIEL  PROTECTOR SOLAR SPF 50+ * 24 S/S,"3,782",10,378
2026-06-19,Cristhiam Adrian Botero Rojas,ACETAMINOFEN JBE * 90 ML,"9,000",10,900
2026-06-19,Cristhiam Adrian Botero Rojas,AGUA FARMANORTE * 600 ML,"2,600",5,130
2026-06-19,Cristhiam Adrian Botero Rojas,ATROMIZIN 500 MG * 3 TAB,"24,900",10,"2,490"
2026-06-19,Cristhiam Adrian Botero Rojas,CLOBENT 0.05 % CREMA * 40 GR,"32,300",10,"3,230"
2026-06-19,Cristhiam Adrian Botero Rojas,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"8,000",20,800
2026-06-19,Cristhiam Adrian Botero Rojas,IRBESARTAN 150 MG * 30 TAB,"19,500",10,"1,950"
2026-06-19,Cristhiam Adrian Botero Rojas,NORIFLAM 75MG/3ML * 6 AMP,"6,400",10,640
2026-06-19,Cristhiam Adrian Botero Rojas,PIEL EXCITANTE * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-19,Cristhiam Adrian Botero Rojas,VALERIANA GOTAS * 25 ML,"18,600",10,"1,860"
2026-06-19,Cristhiam Adrian Botero Rojas,VITAMINA C + ZINC NARANJA * 100 TAB,"5,882",10,588
2026-06-19,Cristhiam Adrian Botero Rojas,VITAMINA C+B2+ZINC *20 TAB,"65,546",10,"3,277"
2026-06-19,Esteban Sandoval,AMPLIEX 500 MG * 100 CAP,"17,000",12,"2,040"
2026-06-19,Esteban Sandoval,NAPROXENO 500 MG * 10 TAB,"15,000",10,"1,500"
2026-06-20,Jorge Hernando Sanjuan Vega,ACETAMINOFEN 500 MG * 100 TAB,"3,000",12,360
2026-06-20,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"31,200",40,"1,560"
2026-06-20,Jorge Hernando Sanjuan Vega,AGUA OXIGENADA * 120 ML,"6,500",5,325
2026-06-20,Jorge Hernando Sanjuan Vega,AMOXICILINA 500 MG * 50 CAP,"27,000",20,"2,700"
2026-06-20,Jorge Hernando Sanjuan Vega,BACTRODERM SOLUCION * 60 ML,"11,000",10,"1,100"
2026-06-20,Jorge Hernando Sanjuan Vega,CETIRIZINA 10 MG * 10 TAB,"8,000",10,800
2026-06-20,Jorge Hernando Sanjuan Vega,CLOMAZOL 1 % CREMA * 40 GR,"30,300",12,"3,636"
2026-06-20,Jorge Hernando Sanjuan Vega,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"4,000",10,400
2026-06-20,Jorge Hernando Sanjuan Vega,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-20,Jorge Hernando Sanjuan Vega,EREX BEBIDA 20 ML * 20 S/S,"6,400",20,640
2026-06-20,Jorge Hernando Sanjuan Vega,EUGICA COFF HERBAL LOZENGES * 120 TAB,"6,050",10,605
2026-06-20,Jorge Hernando Sanjuan Vega,FLUCONAZOL 200 MG * 4 CAP,"17,300",8,"1,384"
2026-06-20,Jorge Hernando Sanjuan Vega,GRIPAC 4 * 10 CAP,"43,800",20,"4,380"
2026-06-20,Jorge Hernando Sanjuan Vega,GRIPAC 4 * 100 CAP,"10,500",12,"1,260"
2026-06-20,Jorge Hernando Sanjuan Vega,IBUPROFENO 800 MG * 50 TAB,"5,000",10,500
2026-06-20,Jorge Hernando Sanjuan Vega,LOPERAMIDA 2 MG * 6 TAB,"22,800",30,"2,280"
2026-06-20,Jorge Hernando Sanjuan Vega,LORATADINA 10 MG * 20 TAB,"5,000",10,500
2026-06-20,Jorge Hernando Sanjuan Vega,MEGA VIT ADVANCE * 2 TAB,"12,000",10,"1,200"
2026-06-20,Jorge Hernando Sanjuan Vega,MENTOFRIX RUB UNG LATA * 12 GR,"5,546",10,555
2026-06-20,Jorge Hernando Sanjuan Vega,NAPROXENO 500 MG * 10 TAB,"30,000",20,"3,000"
2026-06-20,Jorge Hernando Sanjuan Vega,NAZIL OFTENO * 15 ML,"66,600",30,"6,660"
2026-06-20,Jorge Hernando Sanjuan Vega,NORIFLAM 75MG/3ML * 6 AMP,"6,400",10,640
2026-06-20,Jorge Hernando Sanjuan Vega,PIEL SENSITIVO * 3 PRESERVATIVOS,"21,000",20,"2,100"
2026-06-20,Jorge Hernando Sanjuan Vega,SIFEI 200 MG * 5 CAP,"94,600",10,"9,460"
2026-06-20,Jorge Hernando Sanjuan Vega,TABTINA 20 MG * 10 TAB,"25,000",20,"5,000"
2026-06-20,Jorge Hernando Sanjuan Vega,VITAMINA C + ZINC NARANJA * 100 TAB,"5,882",10,588
2026-06-20,Jorge Hernando Sanjuan Vega,VYASIL 50 MG * 2 TAB,"39,800",20,"3,980"
2026-06-20,Jorge Hernando Sanjuan Vega,ZIFLUVIS 600 MG * 10 S/S,"5,000",12,600
2026-06-20,Cristhiam Adrian Botero Rojas,AMPICILINA 500 MG * 100 CAPS,"10,000",8,800
2026-06-20,Cristhiam Adrian Botero Rojas,ATROMIZIN 500 MG * 3 TAB,"24,900",10,"2,490"
2026-06-20,Cristhiam Adrian Botero Rojas,MEDIZOL 500 MG * 2 OVULOS,"38,400",12,"4,608"
2026-06-20,Cristhiam Adrian Botero Rojas,QUETIAPINA 25 MG * 30 TAB,"33,400",10,"3,340"
2026-06-20,Cristhiam Adrian Botero Rojas,SUREZINC TRANSFER VAINILLA * 400 GR,"56,500",15,"8,475"
2026-06-20,Cristhiam Adrian Botero Rojas,VENASFULL MAX FORTE  * 60 CAP,"52,000",10,"5,200"
2026-06-20,Cristhiam Adrian Botero Rojas,VITAMINA C + ZINC NARANJA * 100 TAB,"5,882",10,588
2026-06-21,Jorge Hernando Sanjuan Vega,ACETAMINOFEN 500 MG * 100 TAB,"3,000",12,360
2026-06-21,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"13,000",25,650
2026-06-21,Jorge Hernando Sanjuan Vega,ALGINACID SUSP * 360 ML,"32,900",12,"3,948"
2026-06-21,Jorge Hernando Sanjuan Vega,AMOXICILINA 500 MG * 50 CAP,"9,000",10,900
2026-06-21,Jorge Hernando Sanjuan Vega,AMPICILINA 500 MG * 100 CAPS,"10,000",8,800
2026-06-21,Jorge Hernando Sanjuan Vega,AVALPRIC SUSP * 120 ML,"19,800",10,"1,980"
2026-06-21,Jorge Hernando Sanjuan Vega,BEDOYECTA * 3 JERINGAS PRELLENADAS,"37,500",10,"3,750"
2026-06-21,Jorge Hernando Sanjuan Vega,BINAFAR 200/500MG * 24 TAB,"8,000",12,960
2026-06-21,Jorge Hernando Sanjuan Vega,BIOVIR UNGUENTO * 15 GR,"17,500",8,"1,400"
2026-06-21,Jorge Hernando Sanjuan Vega,CIPROFLOXACINO 500 MG * 10 TAB,"10,000",10,"1,000"
2026-06-21,Jorge Hernando Sanjuan Vega,CLARIFAR 500 MG * 10 TAB   /D24/,"139,200",24,"16,704"
2026-06-21,Jorge Hernando Sanjuan Vega,CLOTRIMAZOL CREMA VAGINAL * 40 GR,"26,600",10,"2,660"
2026-06-21,Jorge Hernando Sanjuan Vega,COLESPAS 10 MG * 30 TAB,"14,000",12,"1,680"
2026-06-21,Jorge Hernando Sanjuan Vega,DIEXSOPRAZOL 40 MG * 10 CAP,"30,000",10,"3,000"
2026-06-21,Jorge Hernando Sanjuan Vega,EREX BEBIDA 20 ML * 20 S/S,"12,800",30,"1,280"
2026-06-21,Jorge Hernando Sanjuan Vega,FENAMED 250/4MG * 14 TAB,"57,800",10,"5,780"
2026-06-21,Jorge Hernando Sanjuan Vega,FLUOXETINA 20 MG * 30 CAP,"16,400",5,820
2026-06-21,Jorge Hernando Sanjuan Vega,GALEZOL 500 MG * 6 TAB,"38,800",10,"3,880"
2026-06-21,Jorge Hernando Sanjuan Vega,GENTAMICINA OFTALMICO * 6 ML,"10,500",8,840
2026-06-21,Jorge Hernando Sanjuan Vega,LEVOTIROXINA 75 MG * 30 TAB,"22,800",10,"2,280"
2026-06-21,Jorge Hernando Sanjuan Vega,LOPERAMIDA 2 MG * 6 TAB,"15,200",20,"1,520"
2026-06-21,Jorge Hernando Sanjuan Vega,LOSARTAN 50 MG * 30 TAB,"13,500",10,"1,350"
2026-06-21,Jorge Hernando Sanjuan Vega,METRONIDAZOL 500 MG * 100 TAB,"12,000",8,960
2026-06-21,Jorge Hernando Sanjuan Vega,MEXICAN 7.5 MG * 30 TAB,"7,000",12,840
2026-06-21,Jorge Hernando Sanjuan Vega,OKAP FORTE 250/20MG * 10 CAP,"22,000",20,"2,200"
2026-06-21,Jorge Hernando Sanjuan Vega,PIEL SENSITIVO * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-21,Jorge Hernando Sanjuan Vega,SUREZINC TRANSFER FACTOR PLUS * 30 S/S,"6,000",15,900
2026-06-21,Jorge Hernando Sanjuan Vega,TRIMETOPRIMA SULFA 160/800 MG * 100 TAB,"7,000",8,560
2026-06-21,Jorge Hernando Sanjuan Vega,ZIRIN 10 MG * 50 CAP,"17,000",10,"1,700"
2026-06-21,Esteban Sandoval,AGUA FARMANORTE * 600 ML,"13,000",20,650
2026-06-21,Esteban Sandoval,CLOTRIMAZOL CREMA VAGINAL * 40 GR,"26,600",10,"2,660"
2026-06-21,Esteban Sandoval,MEDIZOL 500 MG * 2 OVULOS,"38,400",12,"4,608"
2026-06-21,Esteban Sandoval,OKAP FORTE 250/20MG * 10 CAP,"21,700",10,"2,170"
2026-06-21,Esteban Sandoval,POSTDAY * 1 TAB,"17,500",10,"1,750"
2026-06-21,Esteban Sandoval,TRIVAG SOLUCION VAGINAL * 120 ML,"16,471",12,"1,976"
2026-06-22,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"2,600",5,130
2026-06-22,Jorge Hernando Sanjuan Vega,AZITROMICINA 500 MG * 3 TAB,"18,500",12,"2,220"
2026-06-22,Jorge Hernando Sanjuan Vega,DOLORSIN FEM * 40 CAP L-TR-CAPS,"73,600",16,"5,888"
2026-06-22,Jorge Hernando Sanjuan Vega,EUGICA COFF HERBAL LOZENGES * 120 TAB,"6,050",10,605
2026-06-22,Jorge Hernando Sanjuan Vega,MEGA VIT ADVANCE * 2 TAB,"12,000",10,"1,200"
2026-06-22,Jorge Hernando Sanjuan Vega,NAZIL OFTENO * 15 ML,"22,200",10,"2,220"
2026-06-22,Jorge Hernando Sanjuan Vega,VITAMINA C + ZINC MANDARINA * 100 TAB,"35,294",30,"5,294"
2026-06-22,Cristhiam Adrian Botero Rojas,CLOBEGEN CREMA * 20 GR,"14,200",8,"1,136"
2026-06-22,Cristhiam Adrian Botero Rojas,CLOMAZOL 1 % CREMA * 40 GR,"30,300",12,"3,636"
2026-06-22,Cristhiam Adrian Botero Rojas,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"4,000",10,400
2026-06-22,Cristhiam Adrian Botero Rojas,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-22,Cristhiam Adrian Botero Rojas,LOREZE * 10 CAP,"19,900",20,"3,980"
2026-06-22,Esteban Sandoval,BECOLIT CREMA * 40 GR,"32,000",12,"3,840"
2026-06-22,Esteban Sandoval,BINAFAR 200/500MG * 24 TAB,"16,000",12,"1,920"
2026-06-22,Esteban Sandoval,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-22,Esteban Sandoval,GLICERTOX NF JBE * 125 ML,"38,100",12,"4,572"
2026-06-22,Esteban Sandoval,IBUPROFENO 100 MG SUSP * 120 ML,"16,700",10,"1,670"
2026-06-22,Esteban Sandoval,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"2,800",10,280
2026-06-22,Esteban Sandoval,PIEL SABORES * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-22,Esteban Sandoval,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-22,Esteban Sandoval,PROCATEC 500 MG * 10 TAB,"36,000",10,"3,600"
2026-06-22,Esteban Sandoval,ROCIBLUE 50 MG * 2 TAB,"20,800",10,"2,080"
2026-06-22,Esteban Sandoval,SPLASH TEARS LAGRIMAS ARTIFICIALES * 15 ML,"32,100",10,"3,210"
2026-06-22,Esteban Sandoval,VITAMINA C + ZINC NARANJA * 100 TAB,"17,647",20,"1,765"
2026-06-23,Jorge Hernando Sanjuan Vega,ACETAMINOFEN JBE * 90 ML,"9,000",10,900
2026-06-23,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"13,000",15,650
2026-06-23,Jorge Hernando Sanjuan Vega,BINAFAR 200/500MG * 24 TAB,"32,000",24,"3,840"
2026-06-23,Jorge Hernando Sanjuan Vega,BIOPRONNABIS CANNABIS SATIVA BARRA LABIAL * 5 GR,"14,202",10,"1,420"
2026-06-23,Jorge Hernando Sanjuan Vega,CEFALEXINA 500 MG * 50 TAB,"13,000",10,"1,300"
2026-06-23,Jorge Hernando Sanjuan Vega,DOLORSIN FEM * 40 CAP L-TR-CAPS,"-36,800",8,"-2,944"
2026-06-23,Jorge Hernando Sanjuan Vega,EREX BEBIDA 20 ML * 20 S/S,"6,400",10,640
2026-06-23,Jorge Hernando Sanjuan Vega,GOFEN FORTE 400 MG * 60 CAP,"14,000",10,"1,400"
2026-06-23,Jorge Hernando Sanjuan Vega,GRIPAC 4 * 100 CAP,"10,500",12,"1,260"
2026-06-23,Jorge Hernando Sanjuan Vega,HEMETIL GOTAS * 30 ML,"15,500",12,"1,860"
2026-06-23,Jorge Hernando Sanjuan Vega,LOREZE * 10 CAP,"19,900",20,"3,980"
2026-06-23,Jorge Hernando Sanjuan Vega,MEGA VIT ADVANCE * 2 TAB,"12,000",10,"1,200"
2026-06-23,Jorge Hernando Sanjuan Vega,MIELTERTOS GRIPA NOCHE PANELA LIMON * 24 S/S,"2,700",10,270
2026-06-23,Jorge Hernando Sanjuan Vega,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"8,400",30,840
2026-06-23,Jorge Hernando Sanjuan Vega,NITAHELMIN 100MG/5ML * 30 ML,"29,900",10,"2,990"
2026-06-23,Jorge Hernando Sanjuan Vega,OMEGA 3 PLUS * 50 CAP (OFERTA 2X1),"64,706",10,"6,471"
2026-06-23,Jorge Hernando Sanjuan Vega,PASEDOL 50 MG * 12 TAB,"9,600",20,960
2026-06-23,Jorge Hernando Sanjuan Vega,PIEL SABORES * 3 PRESERVATIVOS,"10,500",10,"1,050"
2026-06-23,Jorge Hernando Sanjuan Vega,SUREZINC TRANSFER FACTOR PLUS * 30 S/S,"12,000",45,"1,800"
2026-06-23,Jorge Hernando Sanjuan Vega,VITAMINA C + ZINC MANDARINA * 100 TAB,"-21,000",15,"-3,150"
2026-06-23,Jorge Hernando Sanjuan Vega,VITAMINA C + ZINC NARANJA * 100 TAB,"5,882",10,588
2026-06-23,Cristhiam Adrian Botero Rojas,ACED FULL MENTA * 360 ML,"35,600",12,"4,272"
2026-06-23,Cristhiam Adrian Botero Rojas,ACED PIEL LOCION * 120 ML,"23,445",10,"2,345"
2026-06-23,Cristhiam Adrian Botero Rojas,AGUA FARMANORTE * 600 ML,"2,600",5,130
2026-06-23,Cristhiam Adrian Botero Rojas,ATORVASTATINA 40 MG * 30 TAB,"59,900",10,"5,990"
2026-06-23,Cristhiam Adrian Botero Rojas,FARMALAX 5 MG * 10 GRAG,"6,300",10,630
2026-06-23,Cristhiam Adrian Botero Rojas,KENCYCAPS 100 MG * 10 CAP /D24/,"25,000",12,"3,000"
2026-06-23,Cristhiam Adrian Botero Rojas,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"5,600",10,560
2026-06-23,Cristhiam Adrian Botero Rojas,PROCATEC 500 MG * 10 TAB,"18,000",10,"1,800"
2026-06-23,Esteban Sandoval,AGUA FARMANORTE * 600 ML,"2,600",5,130
2026-06-24,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"5,200",5,260
2026-06-24,Jorge Hernando Sanjuan Vega,BINAFAR 200/500MG * 24 TAB,"8,000",12,960
2026-06-24,Jorge Hernando Sanjuan Vega,COLESPAS 10 MG * 30 TAB,"14,000",12,"1,680"
2026-06-24,Jorge Hernando Sanjuan Vega,DESLORATADINA JBE * 60 ML,"15,000",10,"1,500"
2026-06-24,Jorge Hernando Sanjuan Vega,DICLOFENACO R 100 MG * 20 CAP,"8,000",8,640
2026-06-24,Jorge Hernando Sanjuan Vega,GRIPAC 4 * 100 CAP,"10,500",12,"1,260"
2026-06-24,Jorge Hernando Sanjuan Vega,NITAHELMIN 100MG/5ML * 30 ML,"29,900",10,"2,990"
2026-06-24,Jorge Hernando Sanjuan Vega,NORIFLAM 75MG/3ML * 6 AMP,"6,400",10,640
2026-06-24,Cristhiam Adrian Botero Rojas,ADIFAR * 20 TAB,"23,000",10,"2,300"
2026-06-24,Cristhiam Adrian Botero Rojas,BINAFAR 200/500MG * 24 TAB,"16,000",12,"1,920"
2026-06-24,Cristhiam Adrian Botero Rojas,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"4,000",10,400
2026-06-24,Cristhiam Adrian Botero Rojas,DICLOFENACO R 100 MG * 20 CAP,"8,000",8,640
2026-06-24,Cristhiam Adrian Botero Rojas,DOLORSIN FEM * 40 CAP L-TR-CAPS,"9,200",8,736
2026-06-24,Cristhiam Adrian Botero Rojas,EREX BEBIDA 20 ML * 20 S/S,"9,600",10,960
2026-06-24,Cristhiam Adrian Botero Rojas,GLICERTOX NF JBE * 125 ML,"38,100",12,"4,572"
2026-06-24,Cristhiam Adrian Botero Rojas,GOFEN FORTE 400 MG * 60 CAP,"14,000",10,"1,400"
2026-06-24,Cristhiam Adrian Botero Rojas,SIFEI 200 MG * 5 CAP,"47,300",10,"4,730"
2026-06-24,Cristhiam Adrian Botero Rojas,SUREZINC TRANSFER FACTOR PLUS * 30 S/S,"6,000",15,900
2026-06-24,Cristhiam Adrian Botero Rojas,VITAMINA C + ZINC NARANJA * 100 TAB,"5,882",10,588
2026-06-25,Jorge Hernando Sanjuan Vega,ACETAMINOFEN 500 MG * 100 TAB,"6,000",12,720
2026-06-25,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"5,200",5,260
2026-06-25,Jorge Hernando Sanjuan Vega,BECLAZONE 30 MG * 10 CAP L-TR-CAPS,"14,400",10,"1,440"
2026-06-25,Jorge Hernando Sanjuan Vega,CEFALEXINA 500 MG * 50 TAB,"39,000",20,"3,900"
2026-06-25,Jorge Hernando Sanjuan Vega,CEFLAXILIN 500 MG * 20 CAP,"31,000",12,"3,720"
2026-06-25,Jorge Hernando Sanjuan Vega,CLOMAZOL 1 % CREMA * 40 GR,"30,300",12,"3,636"
2026-06-25,Jorge Hernando Sanjuan Vega,FARMALAX 5 MG * 10 GRAG,"6,300",10,630
2026-06-25,Jorge Hernando Sanjuan Vega,HTO-LIAR JBE * 120 ML,"29,900",12,"3,588"
2026-06-25,Jorge Hernando Sanjuan Vega,LOPERAMIDA 2 MG * 6 TAB,"7,600",10,760
2026-06-25,Jorge Hernando Sanjuan Vega,MELOXICAM 15 MG * 10 TAB,"16,200",10,"1,620"
2026-06-25,Jorge Hernando Sanjuan Vega,OKAP 37.5/325MG * 10 CAP,"54,700",10,"5,470"
2026-06-25,Jorge Hernando Sanjuan Vega,PIROXICAM 20 MG * 10 CAP,"7,100",5,355
2026-06-25,Jorge Hernando Sanjuan Vega,SILDENAFIL 50 MG * 2 TAB,"8,400",10,840
2026-06-25,Jorge Hernando Sanjuan Vega,SUREZINC TRANSFER FRESA * 400 GR,"56,500",15,"8,475"
2026-06-25,Cristhiam Adrian Botero Rojas,AGUA FARMANORTE * 600 ML,"2,600",5,130
2026-06-25,Cristhiam Adrian Botero Rojas,CEFLAXILIN 500 MG * 20 CAP,"31,000",12,"3,720"
2026-06-25,Cristhiam Adrian Botero Rojas,DURAX 20 MG * 1 TAB,"36,385",10,"3,639"
2026-06-25,Cristhiam Adrian Botero Rojas,GINKGO BILOBA 80 MG * 60 SOFTGELS,"45,042",10,"4,504"
2026-06-25,Cristhiam Adrian Botero Rojas,LEVOTIROXINA 75 MG * 30 TAB,"22,800",10,"2,280"
2026-06-25,Cristhiam Adrian Botero Rojas,LOXAC 7.5 MG * 10 TAB,"29,000",10,"2,900"
2026-06-25,Cristhiam Adrian Botero Rojas,LUDIKA GEL LUBRICANTE * 50 GR,"22,353",10,"2,235"
2026-06-25,Cristhiam Adrian Botero Rojas,MELATONINA 3 MG * 120 SOFTGELS,"52,800",5,"2,640"
2026-06-25,Cristhiam Adrian Botero Rojas,NITROFURANTOINA 100 MG * 40 CAP,"35,800",10,"3,580"
2026-06-25,Cristhiam Adrian Botero Rojas,SUPER MAGNESIUM 400 MG * 100 SOFTGELS,"67,857",5,"3,393"
2026-06-25,Cristhiam Adrian Botero Rojas,SUREZINC TRANSFER KIDS VAINILLA * 400 GR,"56,500",15,"8,475"
2026-06-26,Jorge Hernando Sanjuan Vega,ACETAMINOFEN 500 MG * 100 TAB,"6,000",24,720
2026-06-26,Jorge Hernando Sanjuan Vega,AGUA FARMANORTE * 600 ML,"20,800",35,"1,040"
2026-06-26,Jorge Hernando Sanjuan Vega,AMPLIEX 500 MG * 100 CAP,"17,000",12,"2,040"
2026-06-26,Jorge Hernando Sanjuan Vega,BINAFAR 200/500MG * 24 TAB,"8,000",12,960
2026-06-26,Jorge Hernando Sanjuan Vega,CLOBENT 0.05 % CREMA * 40 GR,"32,300",10,"3,230"
2026-06-26,Jorge Hernando Sanjuan Vega,DICLOFENACO R 100 MG * 20 CAP,"8,000",8,640
2026-06-26,Jorge Hernando Sanjuan Vega,EREX BEBIDA 20 ML * 20 S/S,"3,200",10,320
2026-06-26,Jorge Hernando Sanjuan Vega,EUGICA COFF HERBAL LOZENGES * 120 TAB,"12,101",20,"1,210"
2026-06-26,Jorge Hernando Sanjuan Vega,GRIPAC 4 * 100 CAP,"10,500",12,"1,260"
2026-06-26,Jorge Hernando Sanjuan Vega,MELOXICAM 15 MG * 10 TAB,"16,200",10,"1,620"
2026-06-26,Jorge Hernando Sanjuan Vega,NAPROXENO 500 MG * 10 TAB,"15,000",10,"1,500"
2026-06-26,Jorge Hernando Sanjuan Vega,NAZIL OFTENO * 15 ML,"22,200",10,"2,220"
2026-06-26,Jorge Hernando Sanjuan Vega,OCHO BABY SHAMPOO MANZANILLA * 230 ML,"13,025",5,651
2026-06-26,Jorge Hernando Sanjuan Vega,OKAP FORTE 250/20MG * 10 CAP,"32,700",20,"3,270"
2026-06-26,Jorge Hernando Sanjuan Vega,POSTDAY * 2 TAB,"19,000",10,"1,900"
2026-06-26,Jorge Hernando Sanjuan Vega,PROCATEC 500 MG * 10 TAB,"18,000",10,"1,800"
2026-06-26,Jorge Hernando Sanjuan Vega,UROVITAL CRANBERRY CAJA * 60 CAP,"7,650",10,765
2026-06-26,Jorge Hernando Sanjuan Vega,VITAMINA C + ZINC NARANJA * 100 TAB,"11,765",20,"1,176"
2026-06-26,Cristhiam Adrian Botero Rojas,AGUA FARMANORTE * 600 ML,"10,400",15,520
2026-06-26,Cristhiam Adrian Botero Rojas,CRONOFEN 500 MG * 100 TB L-TR-CAPS,"4,000",10,400
2026-06-26,Cristhiam Adrian Botero Rojas,DIOSMIT 3 GR * 6 S/S,"30,400",8,"2,432"
2026-06-26,Cristhiam Adrian Botero Rojas,DURAX 10 MG * 1 TAB,"28,200",10,"2,820"
2026-06-26,Cristhiam Adrian Botero Rojas,EREX BEBIDA 20 ML * 20 S/S,"6,400",10,640
2026-06-26,Cristhiam Adrian Botero Rojas,FARMALAX 5 MG * 10 GRAG,"6,300",10,630
2026-06-26,Cristhiam Adrian Botero Rojas,MIELTERTOS PASTILLAS MASTICABLES * 12 S/S,"5,600",20,560
2026-06-26,Cristhiam Adrian Botero Rojas,PROCATEC 500 MG * 10 TAB,"18,000",10,"1,800"
